num-tests,invalid_format_count,syntax_err_count,uninitialised_vars_count,invalid_test_count
[152](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/good-tests.json),[5](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/invalid-format-tests.json),[0](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/syntax-error-tests.json),[0](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/uninitialised-vars-tests.json),[40](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/invalid-tests.json)
[0](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/good-tests.json),[1](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/invalid-format-tests.json),[0](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/syntax-error-tests.json),[0](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/uninitialised-vars-tests.json),[146](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/invalid-tests.json)
[240](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/good-tests.json),[0](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/invalid-format-tests.json),[2](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/syntax-error-tests.json),[5](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/uninitialised-vars-tests.json),[26](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/invalid-tests.json)
[76](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/good-tests.json),[0](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/invalid-format-tests.json),[0](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/syntax-error-tests.json),[0](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/uninitialised-vars-tests.json),[158](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/invalid-tests.json)
[156](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/good-tests.json),[0](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/invalid-format-tests.json),[3](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/syntax-error-tests.json),[1](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/uninitialised-vars-tests.json),[71](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/invalid-tests.json)
[222](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/good-tests.json),[1](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/invalid-format-tests.json),[4](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/syntax-error-tests.json),[4](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/uninitialised-vars-tests.json),[71](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/invalid-tests.json)
[184](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/good-tests.json),[0](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/invalid-format-tests.json),[8](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/syntax-error-tests.json),[1](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/uninitialised-vars-tests.json),[222](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/invalid-tests.json)
[105](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/good-tests.json),[0](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/invalid-format-tests.json),[0](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/syntax-error-tests.json),[0](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/uninitialised-vars-tests.json),[159](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/invalid-tests.json)
[271](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/good-tests.json),[1](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/invalid-format-tests.json),[0](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/syntax-error-tests.json),[48](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/uninitialised-vars-tests.json),[183](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/invalid-tests.json)
[166](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/good-tests.json),[1](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/invalid-format-tests.json),[0](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/syntax-error-tests.json),[10](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/uninitialised-vars-tests.json),[56](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/invalid-tests.json)
