num-tests,invalid_format_count,syntax_err_count,uninitialised_vars_count,invalid_test_count
[133](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/palm/dict-setdefault/good-tests.json),[1](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/palm/dict-setdefault/invalid-format-tests.json),[0](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/palm/dict-setdefault/syntax-error-tests.json),[0](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/palm/dict-setdefault/uninitialised-vars-tests.json),[122](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/palm/dict-setdefault/invalid-tests.json)
[8](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/palm/dict-setdefault/good-tests.json),[7](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/palm/dict-setdefault/invalid-format-tests.json),[0](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/palm/dict-setdefault/syntax-error-tests.json),[0](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/palm/dict-setdefault/uninitialised-vars-tests.json),[76](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/palm/dict-setdefault/invalid-tests.json)
[74](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/palm/dict-setdefault/good-tests.json),[9](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/palm/dict-setdefault/invalid-format-tests.json),[12](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/palm/dict-setdefault/syntax-error-tests.json),[9](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/palm/dict-setdefault/uninitialised-vars-tests.json),[31](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/palm/dict-setdefault/invalid-tests.json)
[39](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/palm/dict-setdefault/good-tests.json),[5](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/palm/dict-setdefault/invalid-format-tests.json),[2](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/palm/dict-setdefault/syntax-error-tests.json),[0](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/palm/dict-setdefault/uninitialised-vars-tests.json),[54](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/palm/dict-setdefault/invalid-tests.json)
[113](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/palm/dict-setdefault/good-tests.json),[1](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/palm/dict-setdefault/invalid-format-tests.json),[26](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/palm/dict-setdefault/syntax-error-tests.json),[0](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/palm/dict-setdefault/uninitialised-vars-tests.json),[74](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/palm/dict-setdefault/invalid-tests.json)
[22](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/palm/dict-setdefault/good-tests.json),[2](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/palm/dict-setdefault/invalid-format-tests.json),[1](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/palm/dict-setdefault/syntax-error-tests.json),[0](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/palm/dict-setdefault/uninitialised-vars-tests.json),[157](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/palm/dict-setdefault/invalid-tests.json)
[90](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/palm/dict-setdefault/good-tests.json),[1](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/palm/dict-setdefault/invalid-format-tests.json),[10](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/palm/dict-setdefault/syntax-error-tests.json),[0](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/palm/dict-setdefault/uninitialised-vars-tests.json),[206](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/palm/dict-setdefault/invalid-tests.json)
[62](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/palm/dict-setdefault/good-tests.json),[4](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/palm/dict-setdefault/invalid-format-tests.json),[15](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/palm/dict-setdefault/syntax-error-tests.json),[2](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/palm/dict-setdefault/uninitialised-vars-tests.json),[189](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/palm/dict-setdefault/invalid-tests.json)
[122](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/palm/dict-setdefault/good-tests.json),[1](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/palm/dict-setdefault/invalid-format-tests.json),[14](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/palm/dict-setdefault/syntax-error-tests.json),[0](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/palm/dict-setdefault/uninitialised-vars-tests.json),[142](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/palm/dict-setdefault/invalid-tests.json)
[41](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/palm/dict-setdefault/good-tests.json),[11](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/palm/dict-setdefault/invalid-format-tests.json),[1](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/palm/dict-setdefault/syntax-error-tests.json),[0](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/palm/dict-setdefault/uninitialised-vars-tests.json),[46](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/palm/dict-setdefault/invalid-tests.json)
