variant,temperature-iterations,useful,applicable
"import itertools
filtered_list = [x for x in iterable if not not cond(x)]
t = filtered_list[:]","[(0.5, 19), (0.9, 50)]",True,True
"import itertools
filtered_iterable = list(filter(lambda x: cond(x), iterable))
t = []
for x in filtered_iterable:
    if cond(x):
        t.append(x)","[(0, 71)]",False,False
"import functools
check_cond = lambda x: cond(x)
t = functools.reduce(lambda acc, x: acc + [x] if check_cond(x) else acc, iterable, [])
t = [x for x in t if check_cond(x)]","[(0.9, 72)]",False,False
"import itertools
def filter_func(x):
    return not cond(x)
t = []
for x in iterable:
    if filter_func(x):
        continue
    elif not filter_func(x):
        t.append(x)
    elif filter_func(x):
        continue","[(0, 55)]",False,False
"import itertools
filtered_iterable = list(itertools.filterfalse(lambda x: not cond(x), iterable))
t = [x for x in filtered_iterable if cond(x) != False]","[(0.3, 89)]",False,False
"import itertools
filtered_iterable = itertools.filterfalse(lambda x: not cond(x), iterable)
t = [x for x in filtered_iterable if cond(x) or not cond(x) or float()]","[(0, 84)]",False,False
"from itertools import compress
def compress_func(x):
    return cond(x)
t = list(compress(iterable, [compress_func(i) for i in iterable]))","[(0.7, 84)]",True,False
"import itertools
filtered_list = list(itertools.filterfalse(lambda x: not cond(x), iterable))
t = filtered_list[:]","[(0.5, 11), (0.9, 58)]",True,False
"import functools
def check_cond(x):
    return cond(x)
t = functools.reduce(lambda a, b: a + [b] if check_cond(b) else a, iterable, [])","[(0.9, 70)]",True,False
"import functools
check_cond = lambda x: cond(x)
t = functools.reduce(lambda acc, x: acc + [x] if check_cond(x) else acc, iterable, [])","[(0.9, 28)]",True,False
"import itertools
filtered = itertools.filterfalse(lambda i: not cond(i), iterable)
t = list(filtered)","[(1.2, 45)]",True,False
"import itertools
t = list(filter(lambda x: True if cond(x) else False, iterable))","[(1.2, 17)]",True,False
"import itertools
def filter_func(x):
    return not cond(x)
t = []
for x in iterable:
    if not filter_func(x):
        if filter_func(x):
            continue
        else:
            t.append(x)","[(0, 53)]",False,False
"from functools import reduce
t = reduce(lambda acc, x: acc if not cond(x) else acc + [x], iterable, [])","[(0.9, 82)]",True,False
"from itertools import compress
def filter_condition(i):
    return cond(i)
mask = [filter_condition(i) for i in iterable]
t = list(compress(iterable, mask))","[(1.2, 16)]",True,False
"import itertools
filtered_list = [x for x in iterable if not not cond(x)]
t = list(filtered_list)","[(0.9, 50)]",False,False
"
t = []
for i in iterable:
    if cond(i):
        t.extend([i])","[(0.3, 2)]",True,True
"import itertools
def filter_function(x):
    return not cond(x)
t = list(itertools.filterfalse(filter_function, iterable))","[(0.7, 37)]",True,False
"import itertools as it
t = list(filter(lambda y: cond(y), iterable))","[(1.2, 79)]",True,False
"from functools import reduce
def filter_func(acc, x):
    if cond(x):
        acc.append(x)
    return acc
t = reduce(filter_func, iterable, [])","[(0.9, 15)]",True,False
"import itertools
filtered_list = []
for x in iterable:
    if cond(x):
        filtered_list.append(x)
t = filtered_list[0:len(filtered_list)]","[(0.5, 53)]",True,True
"import itertools
def is_false(x):
    return not cond(x)
filtered_list = list(itertools.filterfalse(is_false, iterable))
t = filtered_list","[(0.9, 16)]",True,False
"import itertools
filtered_list = list(itertools.filterfalse(lambda x: not cond(x), iterable))
result = []
for x in filtered_list:
    result.append(x)
t = result","[(0.9, 58)]",False,False
"import itertools
def filter_func(x):
    return not cond(x)
t = []
for x in iterable:
    if not filter_func(x):
        t.append(x)
    elif filter_func(x) == False:
        t.append(x)
    else:
        continue","[(0.3, 61)]",False,False
"import itertools
filtered_iterable = itertools.filterfalse(lambda x: not cond(x), iterable)
t = [x for x in filtered_iterable if cond(x) or not cond(x) or bytearray()]","[(0, 84)]",False,False
"from itertools import zip_longest
result = []
for (item, c) in zip_longest(iterable, map(cond, iterable)):
    if c:
        result.append(item)
t = result","[(1.2, 89)]",True,True
"import itertools
def filter_func(x):
    return not cond(x)
t = []
for x in iterable:
    if filter_func(x):
        pass
    else:
        t.append(x)","[(0, 32)]",True,True
"import itertools
t = []
for x in iterable:
    if cond(x) or cond(x):
        t.append(x)
    elif cond(x):
        continue","[(0.3, 72)]",False,False
"import functools
def filter_func(acc, x):
    if cond(x):
        acc.append(x)
    return acc

def init_acc(iterable):
    return []
t = functools.reduce(filter_func, iterable, init_acc(iterable))","[(0.9, 30)]",True,False
"import itertools
filtered_iterable = itertools.filterfalse(lambda x: not cond(x), iterable)
t = [x for x in filtered_iterable if cond(x) or not cond(x) or ()]","[(0, 84)]",False,False
"from itertools import compress
import numpy as np
def filter_condition(x):
    return cond(x)
filtered = list(compress(iterable, list(map(filter_condition, iterable))))
t = list(np.array(filtered))","[(1.2, 52)]",False,False
"from itertools import filterfalse
filtered_list = list(filterfalse(lambda x: not cond(x), iterable))
t = filtered_list","[(0.5, 18), (0.9, 16)]",True,False
"import itertools
t = [item for (item, c) in itertools.zip_longest(iterable, map(cond, iterable)) if c]","[(1.2, 11)]",True,True
"import itertools
filtered_list = [x for x in iterable if not not bool(cond(x))]
t = filtered_list[:]","[(0.5, 19)]",False,False
"import itertools
filtered_iterable = itertools.filterfalse(lambda x: not cond(x), iterable)
t = list(filtered_iterable)","[(0.3, 6), (0, 2), (0.7, 50)]",True,False
"import itertools
filtered_list = list(filter(cond, iterable))
t = list(filtered_list)","[(0.9, 40)]",True,False
"import itertools
t = [x for x in iterable if cond(x) or cond(x)]","[(0.3, 37)]",False,False
"import itertools
def check(x):
    return not cond(x)
t = list(itertools.filterfalse(check, iterable))","[(0.7, 38)]",True,False
"import itertools
filtered_list = list(itertools.filterfalse(lambda x: not cond(x), iterable))
if filtered_list:
    t = filtered_list
else:
    t = []","[(0.5, 22)]",True,False
"import itertools
def filter_func(x):
    return True if cond(x) else False
t = list(itertools.filterfalse(lambda x: not filter_func(x), iterable))","[(1.2, 57)]",False,False
"import itertools
filtered_list = list(itertools.filterfalse(lambda x: not cond(x), iterable))
temp = filtered_list
t = temp.copy()","[(0.5, 30)]",False,False
"import itertools
t = []
for x in iterable:
    if cond(x):
        t.append(x)
    elif cond(x):
        t.append(x)
    else:
        continue","[(0.3, 37)]",False,False
"import itertools
filtered_list = list(filter(lambda x: cond(x), iterable))
if filtered_list:
    t = filtered_list
else:
    t = []","[(0.5, 52)]",True,False
"import itertools
filtered_list = list(filter(lambda x: cond(x), iterable))
if filtered_list:
    t = filtered_list
else:
    t = filtered_list.copy() if filtered_list else []","[(0.5, 52)]",False,False
"from itertools import filterfalse
t = list(filterfalse(lambda y: not cond(y), iterable))","[(1.2, 79)]",True,False
"import itertools
def filter_func(x):
    return not cond(x)
t = []
for x in iterable:
    if filter_func(x):
        continue
    elif filter_func(x):
        continue
    elif filter_func(x):
        continue
    else:
        t.append(x)","[(0, 31)]",False,False
"import itertools
filtered_list = list(itertools.filterfalse(lambda x: not cond(x), iterable))
t = list(filtered_list.copy()[:])","[(0.5, 11)]",False,False
"import itertools
filtered_list = list(filter(lambda x: cond(x), iterable))
if filtered_list:
    t = filtered_list
else:
    t = filtered_list.copy()","[(0.5, 52)]",False,False
"import functools
def custom_reduce(a, b):
    if cond(b):
        a.append(b)
    return a
t = functools.reduce(custom_reduce, iterable, []) if iterable else []
t = t[:]","[(0.3, 39)]",False,False
"import functools
def reduce_func(x, y):
    if cond(y):
        return x + [y]
    else:
        return x

def reduce_func1(x, y):
    if cond(y):
        return x + [y]
    else:
        return x

def reduce_func2(x, y):
    if cond(y):
        return x + [y]
    else:
        return x
t = functools.reduce(reduce_func2, iterable, [])","[(0.7, 47)]",False,False
"from itertools import compress
def filter_condition(i):
    return cond(i)
mask = list(map(filter_condition, iterable))
t = list(compress(iterable, mask))","[(1.2, 16)]",True,False
"import itertools
filtered = []
for item in itertools.filterfalse(lambda x: not cond(x), iterable):
    filtered.append(item)
t = filtered","[(0.7, 67)]",True,False
"import itertools
filtered_list = [item for item in iterable if cond(item)]
t = list(filtered_list.copy())","[(0.5, 29)]",False,False
"import itertools
filtered_list = list(filter(lambda x: cond(x), iterable))
if filtered_list:
    t = filtered_list.copy()
else:
    t = filtered_list.copy() if filtered_list else [] if filtered_list else []","[(0.5, 52)]",False,False
"from itertools import compress
mask = [cond(i) for i in iterable]
t = [x for (x, m) in zip(iterable, mask) if m]","[(1.2, 15)]",True,True
"import functools
def filter_func(acc, x):
    if cond(x):
        return acc + [x]
    return acc
t = functools.reduce(filter_func, iterable, [])","[(0.9, 19)]",True,False
"import itertools
filtered_list = list(filter(lambda x: cond(x), iterable))
if filtered_list:
    t = filtered_list.copy()
else:
    t = filtered_list.copy() if filtered_list else [] if filtered_list else [] if filtered_list else [] if filtered_list else []","[(0.5, 52)]",False,False
"import itertools
filtered_list = list(filter(lambda x: cond(x), iterable))
t = list(filtered_list)","[(0.5, 25), (0.9, 21)]",True,False
"from itertools import filterfalse
filtered_list = [x for x in iterable if cond(x)]
t = [x for x in filtered_list]","[(0.9, 61)]",False,False
"import numpy as np
def filterfalse(func, iterable):
    result = []
    cond = map(func, iterable)
    for (x, cond_val) in zip(iterable, cond):
        if not cond_val:
            result.append(x)
    return result
t = filterfalse(lambda x: not cond(x), iterable)","[(1.2, 70)]",True,True
"import itertools
filtered_iterable = itertools.filterfalse(lambda x: not cond(x), iterable)
t = list(filter(lambda x: cond(x) != False, filtered_iterable))","[(0, 41)]",False,False
"import itertools
filtered_iterable = itertools.filterfalse(lambda x: not cond(x), iterable)
t = []
for x in iterable:
    if cond(x):
        t.append(x)
    else:
        continue","[(0, 33)]",False,False
"import functools
filtered_iterable = functools.reduce(lambda acc, x: acc + [x] if cond(x) else acc, iterable, [])
t = filtered_iterable","[(0.3, 6)]",True,False
"import itertools
filtered_list = list(itertools.filterfalse(lambda item: not cond(item), iterable))
t = filtered_list","[(0.7, 62)]",True,False
"import itertools
def compress_func(x):
    return cond(x)
t = list(itertools.compress(iterable, map(compress_func, iterable)))","[(0.7, 46)]",True,False
"import itertools
def check_cond(x):
    if cond(x):
        return True
    else:
        return False
t = list(filter(lambda x: check_cond(x), iterable))","[(0.9, 66)]",True,False
"import itertools
def condition(x):
    return not cond(x)
t = itertools.filterfalse(condition, iterable)
t = list(t)","[(0.5, 37)]",True,False
"import itertools
filtered_list = list(itertools.filterfalse(lambda x: not cond(x), iterable))
t = []
for i in range(len(filtered_list)):
    t.append(filtered_list[i])","[(0.5, 27)]",False,False
"from itertools import filterfalse
temporary_variable = 0
for x in iterable:
    if not cond(x):
        temporary_variable += 1
t = list(filterfalse(lambda x: not cond(x), iterable))","[(1.2, 76)]",False,False
"import itertools
arr = iterable
t = list(itertools.filterfalse(lambda x: not cond(x), arr))","[(1.2, 68)]",True,False
"import itertools
filtered_iterable = itertools.filterfalse(lambda x: not cond(x), iterable)
t = []
for x in filtered_iterable:
    if cond(x) is not False:
        t.append(x)","[(0, 75)]",False,False
"import itertools
t = []
for x in iterable:
    if cond(x) or cond(x):
        t.append(x)
    else:
        continue","[(0.3, 37)]",False,False
"import itertools
filtered_list = list(filter(lambda x: cond(x), iterable))
if filtered_list:
    t = filtered_list.copy()
else:
    t = filtered_list.copy() if filtered_list else []","[(0.5, 52)]",False,False
"import itertools
filtered_iterable = itertools.filterfalse(lambda x: not cond(x), iterable)
t = [x for x in filtered_iterable if cond(x) or not cond(x) or '']","[(0, 84)]",False,False
"import itertools
filtered_iterable = []
for x in iterable:
    if not cond(x):
        continue
    filtered_iterable.append(x)
t = list(filtered_iterable)","[(0.7, 95)]",True,True
"import itertools
t = []
for x in iterable:
    if cond(x) or cond(x):
        t.append(x)","[(0.3, 37)]",False,False
"import itertools
filtered_list = list(itertools.filterfalse(lambda x: not cond(x), iterable))
result = []
for x in filtered_list:
    if cond(x):
        result.append(x)
t = result","[(0.9, 58)]",False,False
"import numpy as np
def filterfalse(func, iterable):
    return [x for (x, cond) in zip(iterable, map(func, iterable)) if not cond]
t = filterfalse(lambda x: not cond(x), iterable)","[(1.2, 21)]",True,True
"import itertools
def t_filterfalse(iterable):
    return list(itertools.filterfalse(lambda x: not cond(x), iterable))
result = t_filterfalse(iterable)
t = result","[(0.5, 35)]",True,False
"import itertools
filtered_iterable = list(filter(lambda x: not not cond(x), iterable))
t = [x for x in filtered_iterable]","[(0, 35)]",False,False
"import itertools
t = list(itertools.compress(iterable, [cond(x) for x in iterable]))","[(0.3, 32)]",True,False
"import itertools
mask = itertools.compress(iterable, [cond(i) for i in iterable])
t = list(mask)","[(1.2, 51)]",True,False
"import itertools
filtered_list = list(itertools.filterfalse(lambda x: not cond(x), iterable))
t = list(filtered_list[:])","[(0.5, 11)]",False,False
"import itertools
filtered_iterable = itertools.filterfalse(lambda x: not cond(x), iterable)
t = [x for x in filtered_iterable if cond(x) or not cond(x) or []]","[(0, 84)]",False,False
"import itertools
def filter_func(x):
    return not cond(x)
t = []
for x in iterable:
    if filter_func(x) == False:
        t.append(x)","[(0.3, 59), (0, 29)]",True,True
"import functools
def reduce_func(x, y):
    if cond(y):
        return x + [y]
    else:
        return x

def reduce_func1(x, y):
    if cond(y):
        return x + [y]
    else:
        return x
t = functools.reduce(reduce_func1, iterable, [])","[(0.7, 47)]",False,False
"from itertools import filterfalse
def check_cond(x):
    if cond(x):
        return True
    else:
        return False
t = list(filterfalse(lambda x: not check_cond(x), iterable))","[(0.9, 66)]",True,False
"import itertools
filtered_iterable = itertools.filterfalse(lambda x: not cond(x), iterable)
t = [x for x in filtered_iterable if cond(x) or not cond(x) or 0j]","[(0, 84)]",False,False
"from functools import reduce
def filter_function(x, y):
    if cond(y):
        x.append(y)
    return x
t = reduce(filter_function, iterable, [])","[(1.2, 30)]",True,False
"import itertools
def check_cond(x):
    if cond(x):
        return True
    else:
        return False
t = [x for x in iterable if check_cond(x)]","[(0.9, 66)]",True,True
"from itertools import filterfalse
def check(x):
    return not cond(x)
t = filterfalse(check, iterable)
t = list(t)","[(0.7, 73)]",True,False
"import itertools
filtered_iterable = itertools.filterfalse(lambda x: not cond(x), iterable)
t = [x for x in filtered_iterable if cond(x) is not None]","[(0.3, 87)]",False,False
"import itertools
filtered_list = filter(lambda x: cond(x), iterable)
t = list(itertools.filterfalse(lambda x: not cond(x), iterable))","[(0.9, 55)]",False,False
"import itertools
filtered_list = list(filter(lambda x: cond(x), iterable))
if filtered_list:
    t = filtered_list.copy()
else:
    t = filtered_list","[(0.5, 52)]",False,False
"import itertools
filtered_iterable = list(filter(lambda x: not not cond(x), iterable))
t = []
for i in range(len(filtered_iterable)):
    t.append(filtered_iterable[i])","[(0, 67)]",False,False
"import itertools
def compress_func(x):
    return cond(x)
new_iterable = list(itertools.compress(iterable, map(compress_func, iterable)))
t = new_iterable[:]","[(0.7, 86)]",False,False
"import itertools
filtered_list = [x for x in iterable if bool(cond(x))]
t = filtered_list[:]","[(0.5, 19)]",False,False
"import functools
import itertools
def filter_func(acc, x):
    if cond(x):
        return [*acc, x]
    return acc
t = functools.reduce(filter_func, iterable, [])","[(0.9, 31)]",True,False
"import functools
t = functools.reduce(lambda x, y: x + [y] if cond(y) else x, iterable, [])","[(0.7, 2)]",True,False
"import functools
def custom_reduce(a, b):
    if cond(b):
        a.append(b)
    return a
t = functools.reduce(custom_reduce, iterable, []) if iterable is not False else []","[(0.3, 78)]",False,False
"import itertools
filtered_list = list(itertools.filterfalse(lambda x: not cond(x), iterable))
t = filtered_list.copy()","[(0.5, 11)]",False,False
"import itertools
filtered_list = list(itertools.compress(iterable, map(cond, iterable)))
t = filtered_list
t = filtered_list","[(0.7, 64)]",False,False
"import functools
def custom_reduce(a, b):
    if cond(b):
        a.append(b)
    return a
t = functools.reduce(custom_reduce, iterable, []) if iterable is not None and len(iterable) > 0 else []","[(0.3, 77)]",False,False
"import itertools
filtered_iterable = list(filter(lambda x: cond(x), iterable))
t = [x for x in filtered_iterable if cond(x) is not '']","[(0, 69)]",False,False
"import itertools
filtered_iterable = list(filter(lambda x: not not cond(x), iterable))
t = list(filtered_iterable)","[(0, 67)]",False,False
"import numpy as np
arr = iterable
t = [x for x in arr if cond(x)]","[(1.2, 67)]",True,True
"import itertools
filtered_list = list(itertools.filterfalse(lambda x: not cond(x), iterable))
t = [x for x in filtered_list if True]","[(0.5, 28)]",False,False
"import itertools
filtered_iterable = itertools.filterfalse(lambda x: not cond(x), iterable)
t = [x for x in filtered_iterable if cond(x) or not cond(x) or str()]","[(0, 84)]",False,False
"import itertools
filtered_iterable = itertools.filterfalse(lambda x: not cond(x), iterable)
t = []
for x in filtered_iterable:
    t.append(x)","[(0.3, 20), (0, 13), (0.7, 96)]",False,False
"import itertools
filtered_iterable = itertools.filterfalse(lambda x: not cond(x), iterable)
t = []
for x in filtered_iterable:
    if cond(x):
        t.append(x)
    elif not cond(x):
        pass","[(0, 43)]",False,False
"from itertools import compress
mask = [cond(i) for i in iterable]
t = list(compress(iterable, mask))","[(1.2, 5)]",True,False
"import itertools
filtered_list = list(itertools.filterfalse(lambda x: not cond(x), iterable))
t = filtered_list
filtered_list = list(filter(lambda x: cond(x), iterable))
t = filtered_list","[(1.2, 73)]",False,False
"import itertools
filtered_iterable = itertools.filterfalse(lambda x: not cond(x), iterable)
t = [x for x in filtered_iterable]","[(0.3, 19), (0, 13), (0.7, 96)]",False,False
"import itertools
filtered_iterable = itertools.filterfalse(lambda x: not cond(x), iterable)
t = [x if cond(x) else None for x in filtered_iterable]","[(0, 78)]",False,False
"import itertools
t = []
for x in iterable:
    if cond(x):
        t.append(x)
    elif cond(x):
        continue
    else:
        continue","[(0.3, 73)]",False,False
"import functools
t = functools.reduce(lambda a, b: a + [b] if cond(b) else a, iterable, []) if iterable else []","[(0.3, 17)]",True,False
"import itertools
filtered_list = list(itertools.compress(iterable, (cond(x) for x in iterable)))
t = filtered_list","[(0.9, 46)]",True,False
"from functools import reduce
def filter_func(acc, x):
    if cond(x):
        acc.append(x)
    return acc

def init_acc():
    return []
t = reduce(filter_func, iterable, init_acc())","[(0.9, 30)]",True,False
"from itertools import filterfalse
filtered_list = filterfalse(lambda x: not cond(x), iterable)
t = [x for x in filtered_list]","[(0.9, 23)]",False,False
"import itertools
filtered_list = list(itertools.filterfalse(lambda x: not cond(x), iterable))
t = filtered_list[:len(filtered_list)]","[(0.5, 20)]",False,False
"
t = []
for i in iterable:
    if cond(i):
        t.append(i)","[(0.3, 0), (0.5, 0), (0, 0), (0.9, 0), (0.7, 0), (1.2, 0)]",True,True
"import functools
def custom_reduce(a, b):
    if cond(b):
        a.append(b)
    return a
t = functools.reduce(custom_reduce, iterable, []) if iterable else []
t = t.copy()","[(0.3, 80)]",False,False
"import functools
def my_reduce(a, b):
    if cond(b):
        a.append(b)
    return a

def my_map(b):
    return b
t = functools.reduce(my_reduce, map(my_map, iterable), [])","[(0.7, 101)]",False,False
"import itertools
filtered_iterable = []
for x in iterable:
    if not cond(x):
        continue
    filtered_iterable.append(x)
t = filtered_iterable","[(0.3, 53), (0.7, 95)]",True,True
"import functools
def filter_function(x, y):
    if cond(y):
        x.append(y)
    return x
t = functools.reduce(filter_function, iterable, [])","[(1.2, 82)]",True,False
"import itertools
def filter_func(x):
    return not cond(x)
t = []
for x in iterable:
    if not filter_func(x):
        t.append(x)
    elif not filter_func(x):
        t.append(x)","[(0, 52)]",False,False
"import itertools
filtered_iterable = list(filter(lambda x: cond(x), iterable))
t = [x for x in filtered_iterable if cond(x) is not None]","[(0, 69)]",False,False
"from functools import reduce
t = reduce(lambda x, y: x + [y] if cond(y) else x, iterable, [])","[(0.7, 4), (1.2, 1)]",True,False
"import itertools
filtered_iterable = list(filter(lambda x: cond(x), iterable))
t = [x for x in iterable if cond(x)]","[(0.3, 84)]",False,False
"import itertools
filtered_iterable = list(filter(lambda x: cond(x), iterable))
t = [x for x in iterable if x in filtered_iterable]","[(0.3, 84)]",False,False
"
t = []
t.extend([x for x in iterable if cond(x)])","[(0.7, 77)]",True,True
"import itertools
filtered_iterable = itertools.filterfalse(lambda x: not cond(x), iterable)
filtered_list = list(filtered_iterable)
t = [x for x in filtered_list if cond(x)]","[(0.7, 96)]",False,False
